,ds,cnp_fi,cnp_fi_pred,day,hour,diff
92,2021-12-08 20:00:00,13.62,13.735417366027832,8,20,0.11541736602783281
93,2021-12-08 21:00:00,13.58,13.5182466506958,8,21,0.06175334930419929
94,2021-12-08 22:00:00,13.44,13.266499519348145,8,22,0.17350048065185497
95,2021-12-08 23:00:00,13.03,12.932211875915527,8,23,0.09778812408447202
96,2021-12-09 00:00:00,12.7,12.815267562866211,9,0,0.11526756286621165
97,2021-12-09 01:00:00,12.5,12.611824035644531,9,1,0.11182403564453125
98,2021-12-09 02:00:00,12.44,12.558822631835938,9,2,0.118822631835938
99,2021-12-09 03:00:00,12.54,12.563027381896973,9,3,0.02302738189697351
100,2021-12-09 04:00:00,12.85,12.719301223754883,9,4,0.13069877624511683
101,2021-12-09 05:00:00,13.46,13.031315803527832,9,5,0.4286841964721688
102,2021-12-09 06:00:00,13.62,13.284623146057129,9,6,0.3353768539428703
103,2021-12-09 07:00:00,13.82,13.666447639465332,9,7,0.15355236053466825
104,2021-12-09 08:00:00,13.76,13.879345893859863,9,8,0.1193458938598635
105,2021-12-09 09:00:00,13.65,13.926295280456543,9,9,0.2762952804565426
106,2021-12-09 10:00:00,13.54,13.853449821472168,9,10,0.3134498214721688
107,2021-12-09 11:00:00,13.53,13.8040771484375,9,11,0.27407714843750064
108,2021-12-09 12:00:00,13.38,13.701990127563477,9,12,0.3219901275634758
109,2021-12-09 13:00:00,13.4,13.743967056274414,9,13,0.3439670562744137
110,2021-12-09 14:00:00,13.61,13.766090393066406,9,14,0.15609039306640682
111,2021-12-09 15:00:00,13.59,13.842082977294922,9,15,0.252082977294922
112,2021-12-09 16:00:00,13.49,13.882645606994629,9,16,0.3926456069946287
113,2021-12-09 17:00:00,13.37,13.97598934173584,9,17,0.6059893417358406
114,2021-12-09 18:00:00,13.4,13.922520637512207,9,18,0.5225206375122067
115,2021-12-09 19:00:00,13.13,13.793808937072754,9,19,0.6638089370727531
116,2021-12-09 20:00:00,12.73,13.613469123840332,9,20,0.8834691238403316
117,2021-12-09 21:00:00,12.76,13.402558326721191,9,21,0.6425583267211916
